station_origin,station_destination,flows,population,jobs,distance
Aldgate,Ruislip,1,2886,257,28155.63694270958
Aldgate,Ruislip Gardens,0,2886,167,26929.4258474105
Aldgate,Ruislip Manor,1,2886,408,27476.75564955844
Aldgate,Russell Square,7,2886,5172,4653.4390320722105
Aldgate,Seven Sisters,2,2886,10191,10187.289906869002
Aldgate,Shepherd's Bush,2,2886,9890,11182.506461608466
Aldgate,Shepherd's Bush Market,3,2886,416,12944.193854247751
Aldgate,Sloane Square,6,2886,8229,7333.896253517059
Aldgate,Snaresbrook,0,2886,512,12767.479275319341
Aldgate,South Ealing,0,2886,670,19071.652602005255
Aldgate,South Harrow,0,2886,387,26336.749655222255
Aldgate,South Kensington,10,2886,15325,8507.101879059865
Aldgate,South Kenton,0,2886,261,20298.74028624071
Aldgate,South Ruislip,0,2886,289,26043.54607464725
Aldgate,South Wimbledon,0,2886,1361,15126.866379720726
Aldgate,South Woodford,0,2886,766,14083.327638560213
Aldgate,Southfields,0,2886,1351,16064.808071704458
Aldgate,Southgate,1,2886,874,17479.1021560401
Aldgate,Southwark,0,2886,10326,3421.93547912916
Aldgate,St. James's Park,15,2886,13339,5390.8741548857415
Aldgate,St. John's Wood,1,2886,3982,8807.405168461748
Aldgate,St. Paul's,4,2886,13446,2286.40510777542
Aldgate,Stamford Brook,0,2886,784,14116.484837901124
Aldgate,Stanmore,4,2886,983,24744.948069588103
Aldgate,Stepney Green,0,2886,1879,3479.8644128006727
Aldgate,Stockwell,0,2886,1623,6698.020575066852
Aldgate,Stonebridge Park,0,2886,729,16296.809210149464
Aldgate,Stratford,6,2886,55954,7314.064792354135
Aldgate,Sudbury Hill,0,2886,277,25194.12552181876
Aldgate,Sudbury Town,0,2886,218,23577.13044832078
Aldgate,Swiss Cottage,2,2886,2598,9777.324414680928
Aldgate,Temple,8,2886,6780,3426.6584965343477
Aldgate,Tooting Bec,0,2886,1239,11693.122187068235
Aldgate,Tooting Broadway,1,2886,4506,12768.045513890622
Aldgate,Tottenham Court Road,14,2886,19126,4744.064123335541
Aldgate,Tottenham Hale,0,2886,3239,11340.846636618737
Aldgate,Totteridge & Whetstone,0,2886,287,18825.401762038113
Aldgate,Tower Hill,4,2886,8286,597.1784875608105
Aldgate,Tufnell Park,0,2886,557,8461.747019802033
Aldgate,Turnham Green,0,2886,1515,14721.238945166262
Aldgate,Turnpike Lane,2,2886,992,11709.467356041983
Aldgate,Upton Park,0,2886,1642,9606.003062385447
Aldgate,Uxbridge,29,2886,4316,33210.1283249322
Aldgate,Vauxhall,3,2886,16242,8204.858494354641
Aldgate,Victoria,5,2886,33251,6168.161529554228
Aldgate,Walthamstow Central,0,2886,5271,11103.017014964977
Aldgate,Wanstead,0,2886,419,12776.776048074229
Aldgate,Warren Street,0,2886,17309,5591.842344580094
Aldgate,Warwick Avenue,2,2886,1174,9424.554066332104
Aldgate,Waterloo,3,2886,23466,3979.7932880235503
Aldgate,Watford,2,2886,961,36350.94838930491
Aldgate,Wembley Central,0,2886,1327,18014.90042664786
Aldgate,Wembley Park,40,2886,5759,17469.35069616323
Aldgate,West Acton,0,2886,488,17432.090846039668
Aldgate,West Brompton,0,2886,5859,10735.904766021948
Aldgate,West Finchley,0,2886,91,16401.80687788284
Aldgate,West Ham,0,2886,5487,7355.039394775921
Aldgate,West Hampstead,9,2886,5856,10958.815618157518
Aldgate,West Harrow,2,2886,122,23167.141115303
Aldgate,West Kensington,0,2886,1345,11112.57475175668
Aldgate,West Ruislip,0,2886,194,29053.80560015205
Aldgate,Westbourne Park,6,2886,1347,10398.614530950726
Aldgate,Westminster,14,2886,15466,4830.135848527167
Aldgate,White City,2,2886,5966,12482.982808323035
Aldgate,Whitechapel,2,2886,17633,2399.721365028828
Aldgate,Willesden Green,5,2886,830,13159.470266901375
Aldgate,Willesden Junction,1,2886,4165,13654.683623217123
Aldgate,Wimbledon,0,2886,6295,19080.297015616517
Aldgate,Wood Green,4,2886,2146,12640.280510164728
Aldgate,Wood Lane,8,2886,1578,12417.945346777124
Aldgate,Woodford,0,2886,706,15795.271450279099
Aldgate,Woodside Park,0,2886,745,17348.293429450303
Aldgate East,Acton Town,2,3172,2202,17185.79576709483
Aldgate East,Aldgate,0,3172,7782,1436.4013005538018
Aldgate East,Alperton,0,3172,741,22158.833374937272
Aldgate East,Amersham,0,3172,256,45476.91418052593
Aldgate East,Angel,20,3172,8103,3774.059857501088
Aldgate East,Archway,4,3172,2193,9699.049377184685
Aldgate East,Arnos Grove,0,3172,748,15743.730783930196
Aldgate East,Arsenal,0,3172,315,7742.732165608599
Aldgate East,Baker Street,45,3172,14973,6912.284892438229
Aldgate East,Balham,2,3172,3814,10960.03388601193
Aldgate East,Bank and Monument,95,3172,78549,1678.9375072351422
Aldgate East,Barbican,45,3172,9134,2107.202458989022
Aldgate East,Barking,15,3172,7004,11894.782565176616
Aldgate East,Barkingside,0,3172,262,17466.809787075475
Aldgate East,Barons Court,7,3172,2956,11915.34248702024
Aldgate East,Bayswater,0,3172,615,10563.202857625449
Aldgate East,Becontree,0,3172,456,15189.218406041384
Aldgate East,Belsize Park,2,3172,2255,8694.865838740157
Aldgate East,Bermondsey,0,3172,3172,4653.437542560605
Aldgate East,Bethnal Green,0,3172,4660,3373.038818433819
Aldgate East,Blackfriars,165,3172,10849,2916.673900880797
Aldgate East,Blackhorse Road,1,3172,2955,12905.783061614573
Aldgate East,Bond Street,39,3172,20967,6414.724764196543
Aldgate East,Borough,7,3172,3254,3080.2297930998147
Aldgate East,Boston Manor,2,3172,892,20697.463695368144
Aldgate East,Bounds Green,0,3172,778,14389.4833571677
Aldgate East,Bow Road,16,3172,1193,3697.6284750401583
Aldgate East,Brent Cross,0,3172,450,13773.626712730449
Aldgate East,Brixton,5,3172,5084,8526.782377577862
Aldgate East,Bromley-by-Bow,18,3172,1613,4706.393483196949
Aldgate East,Buckhurst Hill,0,3172,228,16692.44476150256
Aldgate East,Burnt Oak,1,3172,649,18366.142042275656
Aldgate East,Caledonian Road,3,3172,1803,6460.727428484638
Aldgate East,Camden Town,16,3172,6348,6663.009563533798
Aldgate East,Canada Water,0,3172,20443,3802.2257068042672
Aldgate East,Canary Wharf,3,3172,58772,5127.924525270679
Aldgate East,Canning Town,5,3172,15428,7175.685551529218
Aldgate East,Cannon Street,85,3172,4698,2008.2451902435885
Aldgate East,Canons Park,0,3172,526,23569.102084474438
Aldgate East,Chalk Farm,4,3172,1329,7656.775440407475
Aldgate East,Chancery Lane,9,3172,15391,3623.5870049502373
Aldgate East,Charing Cross,1,3172,7016,4803.603799693825
Aldgate East,Chigwell,0,3172,148,17939.919395507215
Aldgate East,Chiswick Park,4,3172,1517,15913.639969088134
Aldgate East,Clapham Common,3,3172,2020,8535.11474933162
Aldgate East,Clapham North,2,3172,1238,7892.36068172179
Aldgate East,Clapham South,1,3172,1513,9787.421713174672
Aldgate East,Cockfosters,0,3172,262,20932.463465478744
Aldgate East,Colindale,2,3172,2081,17059.742286244273
Aldgate East,Colliers Wood,0,3172,865,14290.467574002187
Aldgate East,Covent Garden,3,3172,4355,4821.986279777276
Aldgate East,Dagenham East,2,3172,649,17896.600403199558
Aldgate East,Dagenham Heathway,2,3172,1108,16617.395017214923
Aldgate East,Debden,2,3172,865,20579.997146962614
Aldgate East,Dollis Hill,1,3172,847,14649.339561518673
Aldgate East,Ealing Broadway,3,3172,4846,19291.011209894095
Aldgate East,Ealing Common,0,3172,915,18212.40810166185
Aldgate East,Earl's Court,21,3172,6613,10410.56986798102
Aldgate East,East Acton,1,3172,1505,14682.173609878644
Aldgate East,East Finchley,0,3172,1253,13038.249151607628
Aldgate East,East Ham,14,3172,2062,9469.86804800036
Aldgate East,East Putney,9,3172,1877,14676.005018499647
Aldgate East,Eastcote,0,3172,364,26594.31546442666
Aldgate East,Edgware,0,3172,772,19884.256521529463
Aldgate East,Edgware Road,20,3172,6868,7947.103749828517
Aldgate East,Elephant & Castle,18,3172,6427,3901.349284868347
Aldgate East,Elm Park,0,3172,269,20192.390551728186
Aldgate East,Embankment,131,3172,10220,4463.277968870902
Aldgate East,Epping,0,3172,498,26527.384439146103
Aldgate East,Euston,13,3172,16800,5289.433462551673
Aldgate East,Euston Square,105,3172,8093,5465.53390753873
Aldgate East,Fairlop,0,3172,182,18635.515843234698
Aldgate East,Farringdon,140,3172,25592,2568.1049285776035
Aldgate East,Finchley Central,4,3172,1921,15408.788114144152
Aldgate East,Finchley Road,1,3172,3417,10446.869973582256
Aldgate East,Finsbury Park,2,3172,6769,8515.48268334175
Aldgate East,Fulham Broadway,9,3172,4200,11920.699973310157
Aldgate East,Gants Hill,0,3172,601,13978.521197074433
Aldgate East,Gloucester Road,20,3172,5194,9500.467837549086
Aldgate East,Golders Green,1,3172,1871,12258.538257731232
Aldgate East,Goldhawk Road,4,3172,370,13627.251212752359
Aldgate East,Goodge Street,13,3172,6457,5630.571050616424
Aldgate East,Grange Hill,0,3172,76,19286.822648547157
Aldgate East,Great Portland Street,30,3172,6936,6085.480776702476
Aldgate East,Green Park,46,3172,26754,6153.011785552881
Aldgate East,Greenford,0,3172,1157,22143.250749516737
Aldgate East,Gunnersbury,14,3172,4775,16510.569643149953
Aldgate East,Hainault,0,3172,356,19514.180263764287
Aldgate East,Hammersmith,37,3172,18250,12809.160386106749
Aldgate East,Hampstead,2,3172,2010,9872.852789553785
Aldgate East,Hanger Lane,1,3172,1493,18316.955101729105
Aldgate East,Harlesden,2,3172,1668,15045.647531665425
Aldgate East,Harrow & Wealdstone,0,3172,1335,23713.328656081143
Aldgate East,Harrow-on-the-Hill,0,3172,3019,22169.072312931272
Aldgate East,Hatton Cross,3,3172,1219,29253.874013969074
Aldgate East,Heathrow Terminal 4,1,3172,693,31130.2066800395
Aldgate East,Heathrow Terminal 5,4,3172,975,34121.78521513274
Aldgate East,Heathrow Terminals 2 & 3,9,3172,2406,31666.553159967865
Aldgate East,Hendon Central,4,3172,1878,14907.246996702841
Aldgate East,High Barnet,0,3172,953,21661.791205583264
Aldgate East,High Street Kensington,10,3172,5427,10505.573592080958
Aldgate East,Highbury & Islington,0,3172,25385,7007.887919745063
Aldgate East,Highgate,1,3172,856,11289.24708304714
Aldgate East,Hillingdon,0,3172,318,31309.502931262206
Aldgate East,Holborn,50,3172,22346,4189.061931746438
Aldgate East,Holland Park,1,3172,2063,10512.890126368411
Aldgate East,Holloway Road,3,3172,1696,7076.020622551938
Aldgate East,Hornchurch,1,3172,451,21736.757698571415
Aldgate East,Hounslow Central,0,3172,708,24971.37420435162
Aldgate East,Hounslow East,1,3172,843,24225.697680563208
Aldgate East,Hounslow West,1,3172,401,26450.44170378596
Aldgate East,Hyde Park Corner,2,3172,2410,6932.8819129107915
Aldgate East,Kennington,2,3172,1161,4740.901559582763
Aldgate East,Kensal Green,0,3172,472,12546.237354375438
Aldgate East,Kensington,0,3172,2252,11957.238596442758
Aldgate East,Kentish Town,2,3172,3404,7940.94077917551
Aldgate East,Kew Gardens,1,3172,792,18290.792121500985
Aldgate East,Kilburn,1,3172,1953,12218.20171301223
Aldgate East,Kilburn Park,1,3172,823,11307.70090162772
Aldgate East,King's Cross St. Pancras,111,3172,33330,4426.079905509037
Aldgate East,Kingsbury,0,3172,1018,20629.844389380283
Aldgate East,Knightsbridge,12,3172,6821,7516.823245813192
Aldgate East,Ladbroke Grove,5,3172,2131,11448.313915275237
Aldgate East,Lambeth North,4,3172,1319,4795.515970070856
Aldgate East,Lancaster Gate,2,3172,1820,8316.72754462857
Aldgate East,Latimer Road,3,3172,1109,12107.877962494254
Aldgate East,Leicester Square,17,3172,8847,5187.508471655423
Aldgate East,Leyton,3,3172,1447,8009.002889667832
Aldgate East,Leytonstone,9,3172,1844,9672.86891110225
Aldgate East,Liverpool Street,47,3172,61122,965.8462909013601
Aldgate East,London Bridge,25,3172,29930,2565.648941453215
Aldgate East,Loughton,0,3172,655,18527.900349088322
Aldgate East,Maida Vale,1,3172,949,10455.928923824422
Aldgate East,Manor House,0,3172,1311,9631.608158988076
Aldgate East,Mansion House,80,3172,7815,2256.420377721038
Aldgate East,Marble Arch,7,3172,6145,7098.14864693794
Aldgate East,Marylebone,7,3172,4250,7450.57422376975
Aldgate East,Mile End,22,3172,3759,3072.7100862548614
Aldgate East,Mill Hill East,0,3172,681,16930.968608915835
Aldgate East,Moorgate,65,3172,24574,1399.9263098753067
Aldgate East,Morden,2,3172,1447,16902.136263916786
Aldgate East,Mornington Crescent,2,3172,2927,6072.8093166531025
Aldgate East,Neasden,0,3172,732,15434.907748312167
Aldgate East,Newbury Park,0,3172,559,16336.274601371371
Aldgate East,North Acton,3,3172,3168,15862.67961979375
Aldgate East,North Ealing,0,3172,332,19136.799622047252
Aldgate East,North Greenwich,6,3172,6276,6957.699875150385
Aldgate East,North Harrow,0,3172,190,24148.661312344593
Aldgate East,North Wembley,1,3172,365,19606.782937677806
Aldgate East,Northfields,0,3172,864,19766.633292812676
Aldgate East,Northolt,0,3172,663,23961.65449307282
Aldgate East,Northwick Park,0,3172,1713,20865.956082382098
Aldgate East,Northwood,0,3172,1018,29411.62138490851
Aldgate East,Northwood Hills,0,3172,488,27824.98134431391
Aldgate East,Notting Hill Gate,0,3172,5490,9813.170989629389
Aldgate East,Oakwood,0,3172,423,19588.509480605666
Aldgate East,Old Street,7,3172,15897,2253.4330332694935
Aldgate East,Osterley,1,3172,521,23258.22139864147
Aldgate East,Oval,7,3172,2544,5656.046879985676
Aldgate East,Oxford Circus,50,3172,44368,5860.394480040854
Aldgate East,Paddington,67,3172,20198,8735.717594988819
Aldgate East,Park Royal,3,3172,1552,20236.433235566514
Aldgate East,Parsons Green,7,3172,2711,12623.030970638145
Aldgate East,Perivale,0,3172,532,20546.842350145784
Aldgate East,Piccadilly Circus,61,3172,13641,5375.404450771176
Aldgate East,Pimlico,4,3172,5585,7810.057822017695
Aldgate East,Pinner,0,3172,292,25666.37563373592
Aldgate East,Plaistow,9,3172,1049,6848.491380428047
Aldgate East,Preston Road,0,3172,411,19132.83990603126
Aldgate East,Putney Bridge,12,3172,2494,13617.469807283222
Aldgate East,Queen's Park,1,3172,2167,11161.638456645509
Aldgate East,Queensbury,0,3172,439,21875.83003677451
Aldgate East,Queensway,3,3172,1882,9174.860411915357
Aldgate East,Ravenscourt Park,5,3172,1895,13649.25072339318
Aldgate East,Rayners Lane,0,3172,426,24774.99844092209
Aldgate East,Redbridge,0,3172,198,12520.77980105751
Aldgate East,Regent's Park,0,3172,3364,6838.42822872105
Aldgate East,Richmond,16,3172,5397,20458.912357238783
Aldgate East,Roding Valley,0,3172,84,15751.281129416171
Aldgate East,Royal Oak,3,3172,856,9673.000055496881
Aldgate East,Ruislip,0,3172,257,28399.414479457973
Aldgate East,Ruislip Manor,0,3172,408,27720.53318630683
Aldgate East,Russell Square,5,3172,5172,4895.483357504391
Aldgate East,Seven Sisters,1,3172,10191,10431.067443617398
Aldgate East,Shepherd's Bush,2,3172,9890,11424.550787040645
Aldgate East,Shepherd's Bush Market,3,3172,416,13187.971390996145
Aldgate East,Sloane Square,58,3172,8229,7575.94057894924
Aldgate East,Snaresbrook,2,3172,512,11331.077974765538
Aldgate East,South Ealing,2,3172,670,19313.696927437435
Aldgate East,South Harrow,0,3172,387,26580.527191970647
Aldgate East,South Kensington,79,3172,15325,8749.146204492046
Aldgate East,South Ruislip,0,3172,289,26285.59040007943
Aldgate East,South Wimbledon,2,3172,1361,15368.910705152908
Aldgate East,South Woodford,3,3172,766,12646.92633800641
Aldgate East,Southfields,3,3172,1351,16306.852397136638
Aldgate East,Southgate,0,3172,874,17722.87969278849
Aldgate East,Southwark,1,3172,10326,3663.9798045613406
Aldgate East,St. James's Park,117,3172,13339,5632.918480317922
Aldgate East,St. John's Wood,2,3172,3982,9051.182705210142
Aldgate East,St. Paul's,4,3172,13446,2528.449433207601
Aldgate East,Stamford Brook,5,3172,784,14358.529163333304
Aldgate East,Stanmore,0,3172,983,24988.725606336495
Aldgate East,Stepney Green,38,3172,1879,2043.4631122468707
Aldgate East,Stockwell,4,3172,1623,6940.064900499033
Aldgate East,Stonebridge Park,0,3172,729,16540.586746897858
Aldgate East,Stratford,82,3172,55954,5877.663491800333
Aldgate East,Sudbury Hill,0,3172,277,25436.16984725094
Aldgate East,Sudbury Town,0,3172,218,23819.17477375296
Aldgate East,Swiss Cottage,1,3172,2598,10021.101951429322
Aldgate East,Temple,195,3172,6780,3668.7028219665285
Aldgate East,Theydon Bois,0,3172,98,23902.0003271361
Aldgate East,Tooting Bec,2,3172,1239,11935.166512500417
Aldgate East,Tooting Broadway,8,3172,4506,13010.089839322804
Aldgate East,Tottenham Court Road,45,3172,19126,4986.108448767723
Aldgate East,Tottenham Hale,0,3172,3239,11584.624173367132
Aldgate East,Totteridge & Whetstone,0,3172,287,19069.179298786505
Aldgate East,Tower Hill,25,3172,8286,839.2228129929913
Aldgate East,Tufnell Park,0,3172,557,8705.524556550426
Aldgate East,Turnham Green,6,3172,1515,14963.283270598444
Aldgate East,Turnpike Lane,0,3172,992,11953.244892790377
Aldgate East,Upminster,0,3172,1132,24274.43550701086
Aldgate East,Upminster Bridge,0,3172,568,22963.69167284639
Aldgate East,Upney,1,3172,485,13262.07435609734
Aldgate East,Upton Park,12,3172,1642,8169.6017618316455
Aldgate East,Uxbridge,0,3172,4316,33453.90586168059
Aldgate East,Vauxhall,19,3172,16242,8446.902819786821
Aldgate East,Victoria,31,3172,33251,6410.205854986409
Aldgate East,Walthamstow Central,0,3172,5271,11346.79455171337
Aldgate East,Wanstead,0,3172,419,11340.374747520425
Aldgate East,Warren Street,3,3172,17309,5835.619881328487
Aldgate East,Warwick Avenue,1,3172,1174,9668.331603080498
Aldgate East,Waterloo,49,3172,23466,4221.837613455731
Aldgate East,Watford,0,3172,961,36594.7259260533
Aldgate East,Wembley Central,0,3172,1327,18258.67796339625
Aldgate East,Wembley Park,1,3172,5759,17713.128232911622
Aldgate East,West Acton,0,3172,488,17674.135171471848
Aldgate East,West Brompton,11,3172,5859,10977.949091454127
Aldgate East,West Finchley,0,3172,91,16645.58441463123
Aldgate East,West Ham,13,3172,5487,5918.638094222119
Aldgate East,West Hampstead,4,3172,5856,11202.593154905911
Aldgate East,West Kensington,16,3172,1345,11354.619077188861
Aldgate East,West Ruislip,0,3172,194,29295.84992558423
Aldgate East,Westbourne Park,5,3172,1347,10642.39206769912
Aldgate East,Westminster,100,3172,15466,5072.1801739593475
Aldgate East,White City,4,3172,5966,12725.027133755215
Aldgate East,Whitechapel,81,3172,17633,963.3200644750264
Aldgate East,Willesden Green,0,3172,830,13403.247803649769
Aldgate East,Willesden Junction,0,3172,4165,13898.461159965518
Aldgate East,Wimbledon,24,3172,6295,19322.341341048697
Aldgate East,Wimbledon Park,0,3172,596,17666.46832156172
Aldgate East,Wood Green,0,3172,2146,12884.058046913122
Aldgate East,Wood Lane,12,3172,1578,12661.722883525517
Aldgate East,Woodford,1,3172,706,14358.870149725295
Aldgate East,Woodside Park,1,3172,745,17592.070966198695
All Saints,Bank and Monument,93,740,78549,5917.618085301696
All Saints,Beckton,1,740,442,9302.57709084244
All Saints,Bow Church,74,740,925,1997.2224442935426
All Saints,Canary Wharf,67,740,58772,1340.0581919901822
All Saints,Canning Town,9,740,15428,3021.4042697962514
All Saints,Crossharbour,4,740,1208,2939.98828741114
All Saints,Custom House,0,740,845,4617.320021270123
All Saints,Cutty Sark,13,740,1748,4757.389832984545
All Saints,Cyprus,1,740,850,7324.567270333829
All Saints,Deptford Bridge,10,740,840,6175.882252771009
All Saints,Devons Road,27,740,611,1358.7379194977837
All Saints,East India,0,740,1522,1866.2177511621558
All Saints,Elverson Road,1,740,226,6903.376825264694
All Saints,Gallions Reach,4,740,557,8066.336379042513
